id,title,genre,plot,imdbRating,Year,Country,Language
534,Shadowlands (1993),Drama|Romance,"C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets a spirited poet from the U.S.",7.4,1993,UK,English
535,Short Cuts (1993),Drama,The day-to-day lives of a number of suburban Los Angeles residents.,7.7,1993,USA,English
536,"Simple Twist of Fate, A (1994)",Drama,"His life was emotionally closed off from the world, until an orphaned baby showed up at his house.",6.3,1994,USA,English
537,Sirens (1994),Comedy|Drama,"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",5.8,1993,"Australia, UK",English
538,Six Degrees of Separation (1993),Drama,"An affluent New York couple find their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.",6.9,1993,USA,English
539,Sleepless in Seattle (1993),Comedy|Romance,A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,6.8,1993,USA,English
540,Sliver (1993),Thriller,"A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.",4.9,1993,USA,English
541,Blade Runner (1982),Film-Noir|Sci-Fi,A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,8.2,1982,"USA, Hong Kong, UK","English, German, Cantonese, Japanese, Hungarian"
542,Son in Law (1993),Comedy,"Having gotten a taste of college life, a drastically changed farm girl returns home for Thanksgiving break with her best friend, a flamboyant party animal who is clearly a fish out of water in a small farm town.",5.7,1993,USA,English
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,A San Francisco poet who fears commitment suspects his girlfriend may not be who she appears.,6.4,1993,USA,"English, Russian"
544,Striking Distance (1993),Action,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted then to river duty, the killer taunts Tom.",5.8,1993,USA,English
545,Harlem (1993),Drama,N/A,N/A,1993,USA,English
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",4.0,1993,"UK, USA",English
547,Surviving the Game (1994),Action|Adventure|Thriller,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",6.1,1994,USA,English
548,Terminal Velocity (1994),Action,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,5.4,1994,"USA, Canada",English
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",7.5,1993,"Canada, Netherlands, Portugal, Finland","English, French"
550,Threesome (1994),Comedy|Romance,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, ...",6.2,1994,USA,English
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home cause confusion.",8.0,1993,USA,English
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,"The three best of the disbanded Musketeers - Athos, Porthos, and Aramis - join a young hotheaded would-be-Musketeer, D'Artagnan, to stop the Cardinal Richelieu's evil plot: to form an ...",6.4,1993,"Austria, UK, USA",English
553,Tombstone (1993),Western,"A successful lawman's plans to retire anonymously in Tombstone, Arizona, are disrupted by the kind of outlaws he was famous for eliminating.",7.8,1993,USA,"English, Latin"
554,Trial by Jury (1994),Thriller,"Valerie is a juror in the trail of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",5.3,1994,USA,English
555,True Romance (1993),Action|Crime|Romance,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine - the Mob - track them down in an attempt to reclaim it.",8.0,1993,"USA, France","English, Italian"
556,"War Room, The (1993)",Documentary,A documentary of the Bill Clinton 1992 presidential campaign and the organization who ran it.,7.4,1993,USA,English
557,Mamma Roma (1962),Drama,"After many years working in the streets of Roma, the middle-age whore Mamma Roma (Anna Magnani) saves money to buy an upper class apartment, a fruit stand and retires from the prostitution....",7.9,1962,Italy,Italian
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,A cowardly boy who buries himself in accident statistics enters a library to escape a storm only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real life.,6.0,1994,USA,English
559,"Paris, France (1993)",Comedy,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the ...",7.4,1993,"Russia, France","Russian, French"
560,"Beans of Egypt, Maine, The (1994)",Drama,"The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the ...",5.4,1994,USA,English
561,Killer (Bulletproof Heart) (1994),Thriller,"A professional assassin, having just ""cleaned up"" a botched ""job,"" is pressured into another new assignment by his boss. He is beginning to find himself off-balanced and self-questioning ...",6.1,1994,"Canada, USA, UK",English
562,Welcome to the Dollhouse (1995),Comedy|Drama,"An unattractive seventh grader struggles to cope with inattentive parents, snobbish classmates, a smart older brother, an attractive younger sister, and her own insecurities in suburban New Jersey.",7.5,1995,USA,English
563,Germinal (1993),Drama,"In mid-nineteenth-century northern France, a coal mining town's workers are exploited by the mine's owner. One day, they decide to go on strike, and the authorities repress them.",7.1,1993,"France, Belgium, Italy",French
564,Chasers (1994),Comedy,A hapless Navy grunt is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,5.0,1994,USA,English
565,Cronos (1992),Horror,"A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.",6.7,1993,Mexico,"Spanish, English"
566,Naked in New York (1994),Comedy|Romance,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing ...",5.7,1993,USA,English
567,Kika (1993),Drama,"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and...",6.5,1993,"Spain, France",Spanish
568,Bhaji on the Beach (1993),Comedy|Drama,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The women vary in ages from mid-teens to old, and initially ...",6.5,1993,UK,"English, Panjabi"
569,Little Big League (1994),Children's|Comedy,A young boy is bequeathed the ownership of a professional baseball team.,6.0,1994,USA,English
570,"Slingshot, The (K�disbellan ) (1993)",Comedy|Drama,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he ...",6.5,1993,"Denmark, Sweden",Swedish
571,"Wedding Gift, The (1994)",Drama,N/A,N/A,2005,Nigeria,English
572,Foreign Student (1994),Drama,A French football playing exchange student falls in love.,5.8,1994,"Netherlands, USA, France, Italy, UK",English
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,"Jeff is taking care of everything Mark left behind when he died. Mark was about to have a visitor, Andrea, an Italian guy he met online. Both of them will have the chance to share memories of the Mark they knew while knowing each other.",6.5,2008,USA,"English, Italian, Mandarin, Spanish"
574,Spanking the Monkey (1994),Comedy|Drama,"Raymond Aibelli is a promising medical student ready to begin a prestigious summer internship. But Susan, his mother, is immobilized by a broken leg, and his father Tom, a travelling ...",6.3,1994,USA,English
575,"Little Rascals, The (1994)",Children's|Comedy,"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",6.3,1994,USA,English
576,Fausto (1993),Comedy,N/A,N/A,1993,Portugal,Portuguese
577,Andre (1994),Adventure|Children's,"The true story of how a marine sea lion named Andre befriended a little girl and her family, circa 1962.",5.7,1994,USA,English
578,"Hour of the Pig, The (1993)",Drama|Mystery,,,,,
579,"Scorta, La (1993)",Thriller,"A dedicated, tightly-knit group of bodyguards take on additional duties while safeguarding an honest judge designated to investigate official corruption in Sicily.",6.8,1993,Italy,Italian
580,Princess Caraboo (1994),Drama,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it ...",6.0,1994,"UK, USA",English
